,wantedauthno,company,busino,title,saltpnm,sal,minsal,maxsal,region,holidaytpnm,minedubg,maxedubg,career,regdt,closedt,infosvc,wantedinfourl,wantednobileinfourl,zipcd,strtnmcd,basicaddr,detailaddr,emptpcd,jobscd,smodifydtm,prefcd
254,K140132012100048,샤브향옥곡점,1073796652,홀서빙  및  계산원 채용,월급,230만원 ~ 230만원,2300000,2300000,경북 경산시,주6일근무,학력무관,,관계없음,20-12-10,20-12-30,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140132012100048,,38688,472904739544,경상북도 경산시 옥실길 2-8,2층 샤브향,10,532200,202012101752,12
255,K141412012100017,신안동아모레특약점,5080173173,아모레 경리 및 서무직 구합니다.,월급,160만원,1600000,0,경북 안동시,주5일근무,고졸,,관계없음,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K141412012100017,,760300,471703018013,경상북도 안동시 경동로 289,2층,10,027200,202012101752,12|13
256,KJLQ002012100001,다원식품(주),5178800700,생산직,시급,8590원,8590,0,강원 홍천군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJLQ002012100001,,25107,427204475659,강원도 홍천군 남면 흥성길 107,,10,872900,202012101751,
257,K140132012100047,대원금속주식회사,5158143704,"대원금속(주) 생산, 검사파트 산업기능요원 보충역...",시급,8590원,8590,0,경북 경산시,주5일근무,고졸,,관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140132012100047,,38474,472903313091,경상북도 경산시 진량읍 공단5로 66,대원금속주식회사,10,823101,202012101751,13
258,K140142012100027,주식회사범우,5028187614,"홈페이지(카페24) 기획 관리,SNS콘텐츠 제작관...",월급,200만원,2000000,0,대구 북구,주5일근무,대졸(2~3년),,관계없음,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140142012100027,,41475,272303018037,대구광역시 북구 호국로 251,3F 강남센터 (주) 범우,10,133302,202012101751,12|13
259,K131312012100050,태운,6151721241,생산관리사무원 모집(생산 자재 관리),월급,230만원,2300000,0,경남 김해시,주5일근무,학력무관,,관계없음,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K131312012100050,,621881,482504805070,경상남도 김해시 진례면 고모로324번길 135-41,135-41  태운(진례면 담안리 1224번지),10,028402,202012101750,13
260,K161132012100051,푸른전력(유),4028146929,태양광발전시설 안전관리(대리급)경력자 모집,연봉,3600만원,36000000,0,전북 전주시 완산구,주5일근무,대졸(2~3년),,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K161132012100051,,560901,451113266020,전라북도 전주시 완산구 마전들로 77,"(효자동3가, 3층)",10,153107,202012101750,
261,K161222012100018,주식회사 삼부,4018150207,특장차 조립생산 직원 채용,연봉,2200만원,22000000,0,전북 김제시,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-01-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K161222012100018,,576150,452104616461,전라북도 김제시 서흥공단2길 38,,10,817100,202012101754,
262,K152412012100035,(주)열두광주리,6828701156,베이커리 팀 제과·제빵사 채용 공고(신입&경력),월급,180만원,1800000,0,강원 횡성군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K152412012100035,,25210,427303000145,강원도 횡성군 횡성읍 경강로 1571,열두광주리,10,871100,202012101749,
263,K140022012100057,미래인재교육원(주),5148195096,달서구진로진학지원센터에서 근무할 연구원을 모집합니...,연봉,2800만원 ~ 2800만원,28000000,28000000,대구 달서구,주5일근무,대졸(4년),,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140022012100057,,42838,272903146015,대구광역시 달서구 상화로 272,LH경북지역본부 1층 달서구진로진학지원센터,20,215100,202012101748,
264,K131212012100071,광성정밀,6101981200,생산직 구인(외국인가능),월급,190만원 ~ 200만원,1900000,2000000,울산 북구,주5일근무,학력무관,,신입,20-12-10,채용시까지  21-01-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K131212012100071,,44222,312004853161,울산광역시 북구 매곡산업4길 72,,10,813201,202012101748,
265,KJK3002012100007,백상기업(주),1058133654,오산 미공군관사 관리소장 모집 공고,연봉,4200만원 ~ 4200만원,42000000,42000000,경기 평택시,주5일근무,대졸(4년),,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJK3002012100007,,17760,412203188103,경기도 평택시 탄현1로 176,오산 미공군관사,20,013903,202012101748,B
266,KJDI002012100009,마음정원재가노인복지센터,1268029349,(치매교육이수) 사회복지사 모집,월급,190만원,1900000,0,인천 연수구,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJDI002012100009,,21910,281853152012,인천광역시 연수구 선학로 101,상가동 129호,20,231100,202012101748,12|B
267,K140062012100019,(주)에너피아,5148160452,구지2공장 생산직원,연봉,3000만원,30000000,0,대구 달성군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140062012100019,,43011,277103148024,대구광역시 달성군 구지면 달성2차로 21,,10,890005,202012101748,13
268,K141112012100034,(주)대우넥스테크,5068178835,금속창호 현장 제작 및 시공  보조원 구합니다.,월급,230만원,2300000,0,경북 포항시 남구,주6일근무,학력무관,,관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K141112012100034,,37810,471112303004,경상북도 포항시 남구 희망대로 967,,10,702701,202012101748,
269,KJSU002012100004,행복마을복지센터,6118025778,★방문요양 요양보호사 구인[급구],시급,10738원 ~ 10738원,10738,10738,경남 합천군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJSU002012100004,,50205,488904844579,경상남도 합천군 야로면 창동청계길 44-1,행복마을복지센터,10,550104,202012101747,12
270,K151122012100054,수요양원,1358034166,병점동 수요양원에서 함께 일하실  요양보호사 구인...,월급,195만원 ~ 200만원,1950000,2000000,경기 화성시,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151122012100054,,18405,415903210046,경기도 화성시 병점1로 218,씨네샤르망 B동 902호,10,550103,202012101747,12|13
271,K140022012100056,중원건설(주),2148889505,건축시공기술자 모집,월급,200만원 ~ 250만원,2000000,2500000,대구 남구,주6일근무,대졸(2~3년),,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140022012100056,,42490,272004232237,대구광역시 남구 앞산순환로93길 20-27,,10,016100,202012101747,
272,KJSU002012100003,행복마을복지센터,6118025778,★주간보호 요양보호사 구인,월급,179만원 ~ 179만원,1795310,1795310,경남 합천군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJSU002012100003,,50205,488904844579,경상남도 합천군 야로면 창동청계길 44-1,행복마을복지센터,10,550103,202012101747,12
273,K141112012100033,스페이스타임,4041293311,수원/평택/안성  다기능공 구합니다,월급,250만원,2500000,0,경기 화성시,주6일근무,학력무관,,경력,20-12-10,20-12-11,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K141112012100033,,18334,415903012004,경기도 화성시 봉담읍 삼천병마로 853-4,,10,702901,202012101747,
274,KF11152012100004,여수시노인복지회관,4178203609,노인맞춤돌봄서비스 사업 생활지원사 모집,월급,113만원 ~ 235만원,1137090,2350000,전남 여수시,주5일근무,대졸(2~3년),,경력,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11152012100004,,59672,461304646951,전라남도 여수시 학동서4길 58-16,,21,232901,202012101747,
275,K131532012100005,다소니재가노인복지센터복지센터,5558001966,요양보호사 채용,시급,10800원 ~ 10810원,10800,10810,경남 고성군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K131532012100005,,52901,488203342028,경상남도 고성군 영오면 옥천로 1493-6,,10,550104,202012101747,
276,K140142012100026,주식회사범우,5028187614,cctv 및 출입통제 통신공사 직원 모집합니다.,연봉,3000만원,30000000,0,대구 북구,주5일근무,대졸(2~3년),,경력,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140142012100026,,41475,272303018037,대구광역시 북구 호국로 251,3F 강남센터 (주) 범우,10,832901,202012101746,13
277,KJK4002012100012,포천소방서,1278307499,기간제 근로자 (대체인력- 구급)채용,월급,250만원 ~ 300만원,2500000,3000000,경기 포천시,,학력무관,,관계없음,20-12-10,20-12-15,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJK4002012100012,,11154,416503000136,경기도 포천시 군내면 호국로 1538,1538,20,307100,202012101757,
278,K150122012100055,나눔레이저,4032500634,레이저기사(오퍼레이터) 긴급 모집합니다.,월급,250만원 ~ 250만원,2500000,2500000,인천 서구,주5일근무,학력무관,,경력,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K150122012100055,,22856,282604855150,인천광역시 서구 북항로193번길 50,나눔레이저,10,813212,202012101746,13
279,K170052012100059,다산에너지,3148653230,전기설계 기술사 구합니다.(설계가능자),연봉,5000만원,50000000,0,대전 유성구,주5일근무,대졸(2~3년),,경력,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K170052012100059,,34025,302003167072,대전광역시 유성구 테크노2로 187,미건테크노 월드 2차 a동 307호,10,153104,202012101746,
280,K151122012100053,빅트리어린이집,5028024247,12월부터 함꼐 근무할 보육교사 선생님을 모십니다...,월급,179만원 ~ 180만원,1795310,1800000,경기 수원시 장안구,주5일근무,고졸,,신입,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151122012100053,,16334,411114322321,경기도 수원시 장안구 정자천로189번길 47,관리동 1층,10,232100,202012101746,
281,K131212012100070,(주)월드바이오텍,1258701288,생산관리직 단순 제조 사원 모집합니다.,월급,180만원 ~ 250만원,1800000,2500000,울산 울주군,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K131212012100070,,44999,317103172030,울산광역시 울주군 온산읍 화산로 121-5,,10,851102,202012101746,
282,KJDI002012100008,아크로델리,5943300648,주방 조리 및 매장 관리 직원 모집,월급,230만원 ~ 250만원,2300000,2500000,인천 연수구,주6일근무,학력무관,,경력,20-12-10,채용시까지  20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJDI002012100008,,22008,281852152002,인천광역시 연수구 아트센터대로 203,..,10,531201,202012101746,
283,K140022012100055,재단법인 한국나눔장학재단,6718200093,[재] 한국나눔장학재단 TM팀 정규직 채용,월급,240만원,2400000,0,대구 서구,주5일근무,고졸,,경력,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140022012100055,,41791,271703143002,대구광역시 서구 달서로 115,,10,029202,202012101746,
284,K171222012100013,진성로프(주),2908600679,엘리베이터부품제조회사 생산직 모집(대리급),연봉,2633만원,26334000,0,충북 충주시,주5일근무,학력무관,,관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K171222012100013,,27454,431302246001,충청북도 충주시 신니면 중원대로 5889,진성로프(주),10,821200,202012101745,
285,KF11652012100004,구립한빛어린이집,3358000214,어린이집 조리사,월급,180만원 ~ 200만원,1800000,2000000,서울 강동구,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11652012100004,,05259,117404172075,서울특별시 강동구 구천면로55길 35-1,,10,531203,202012101745,12
286,K171222012100012,진성로프(주),2908600679,엘리베이터부품제조회사 생산직 사원 모집(정규직),연봉,2154만원,21543720,0,충북 충주시,주5일근무,학력무관,,관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K171222012100012,,27454,431302246001,충청북도 충주시 신니면 중원대로 5889,진성로프(주),10,890000,202012101745,
287,K160042012100045,위드데이케어,1358294173,(주간보호센터) 위드데이케어 요양보호사 모집,월급,179만원,1795310,0,광주 광산구,주5일근무,학력무관,,관계없음,20-12-10,20-12-30,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K160042012100045,,62277,292004289610,광주광역시 광산구 첨단중앙로106번길 65-7,4층,20,550103,202012101744,12|13
288,KJLP002012100001,소망노인요양원,3538001211,소망노인요양원 요양보호사,월급,198만원 ~ 198만원,1980000,1980000,강원 평창군,주5일근무,학력무관,,신입,20-12-10,21-01-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJLP002012100001,,25366,427603219074,강원도 평창군 방림면 서동로 659-79,,10,550103,202012101744,
289,KF11052012100009,재단법인육영재단어린이회관,2078200136,영미권 원어민 유치원 보조교사 구인,시급,30000원,30000,0,서울 광진구,주5일근무,학력무관,,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11052012100009,,143847,112153005024,서울특별시 광진구 광나루로 441,어린이회관,21,214106,202012101744,
290,K140112012100024,주식회사 리크온,3538100882,주식회사 리크온의 경영지원부 경력직 채용 공고,월급,185만원 ~ 200만원,1850000,2000000,대구 수성구,주5일근무,학력무관,,경력,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140112012100024,,42146,272603007004,대구광역시 수성구 동대구로 167,3층,10,027200,202012101743,
291,K163022012100005,(주)씨앤에스자산관리,1028119575,시설팀 기계과장 구인,월급,270만원 ~ 290만원,2700000,2900000,제주 서귀포시,주5일근무,학력무관,,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K163022012100005,,63642,501303350503,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234,,20,814002,202012101743,
292,K151342012100035,꿈에그린요양원,3138274613,간호사 채용,월급,220만원,2200000,0,경기 안양시 동안구,주5일근무,대졸(2~3년),,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151342012100035,,13955,411734349038,경기도 안양시 동안구 경수대로883번길 76,,10,304002,202012101743,
